Date,Open,High,Low,Close
2024-08-06,157.816,160.232,157.306,157.991
2024-08-07,157.986,161.446,157.741,160.286
2024-08-08,160.292,160.876,158.96,160.718
2024-08-09,160.733,161.361,159.823,160.122
2024-08-12,160.245,161.951,160.202,160.921
2024-08-13,160.915,161.799,160.663,161.427
2024-08-14,161.428,162.586,160.596,162.174
2024-08-15,162.17,163.895,161.95,163.855
2024-08-16,163.839,163.839,162.303,162.834
2024-08-19,162.842,163.21,160.426,162.498
2024-08-20,162.536,163.183,161.477,161.534
2024-08-21,161.527,162.968,161.364,161.848
2024-08-22,161.856,162.908,161.481,162.504
2024-08-23,162.502,162.713,161.21,161.419
2024-08-26,161.211,161.487,160.507,161.309
2024-08-27,161.289,162.176,160.883,160.99
2024-08-28,160.991,161.374,160.454,160.639
2024-08-29,160.629,161.273,160.041,160.634
2024-08-30,160.646,161.626,160.198,161.577
2024-09-02,161.412,162.899,161.041,162.637
2024-09-03,162.632,162.8,160.512,160.651
2024-09-04,160.655,160.886,159.148,159.209
2024-09-05,159.218,159.784,158.559,159.343
2024-09-06,159.344,159.73,157.476,157.921
2024-09-09,157.567,158.731,157.409,158.012
2024-09-10,157.981,158.637,156.803,156.952
2024-09-11,156.953,157.016,155.47,156.715
2024-09-12,156.711,157.512,156.531,157.077
2024-09-13,157.077,157.089,155.615,156.125
2024-09-16,155.938,156.667,155.178,156.549
2024-09-17,156.55,158.327,156.053,158.217
2024-09-18,158.227,158.367,157.057,158.015
2024-09-19,158.014,159.956,157.78,159.227
2024-09-20,159.225,161.154,158.432,160.649
2024-09-23,160.653,161.192,159.052,159.548
2024-09-24,159.548,161.105,159.248,160.095
2024-09-25,160.072,161.671,159.899,161.074
2024-09-26,161.068,161.951,160.755,161.831
2024-09-27,161.826,163.484,158.6,158.732
2024-09-30,158.795,160.122,158.124,159.927
2024-10-01,159.925,160.909,158.373,158.995
2024-10-02,158.998,161.867,158.71,161.719
2024-10-03,161.717,162.487,161.378,162.041
2024-10-04,162.008,163.372,160.946,163.292
2024-10-07,163.225,163.57,162.298,162.584
2024-10-08,162.585,162.82,161.913,162.748
2024-10-09,162.754,163.465,162.391,163.221
2024-10-10,163.222,163.612,162.183,162.448
2024-10-11,162.448,163.408,162.307,163.061
2024-10-14,163.047,163.607,162.902,163.388
2024-10-15,163.383,163.433,162.347,162.53
2024-10-16,162.528,162.883,162.159,162.505
2024-10-17,162.506,162.761,161.851,162.665
2024-10-18,162.659,162.838,162.188,162.441
2024-10-21,162.501,163.166,162.006,163.028
2024-10-22,163.028,163.667,162.787,163.126
2024-10-23,163.126,165.018,163.071,164.645
2024-10-24,164.643,164.766,163.813,164.413
2024-10-25,164.425,164.785,163.945,164.38
2024-10-28,165.131,166.057,164.9,165.765
2024-10-29,165.762,166.076,165.16,165.825
2024-10-30,165.824,166.599,165.529,166.463
2024-10-31,166.466,166.68,164.937,165.534
2024-11-01,165.529,166.109,165.23,165.745
2024-11-04,165.758,165.846,165.229,165.48
2024-11-05,165.491,166.033,165.4,165.637
2024-11-06,165.63,166.106,164.93,165.815
2024-11-07,165.815,165.96,165.008,165.257
2024-11-08,165.261,165.423,163.209,163.461
2024-11-11,163.523,164.653,163.523,163.824
2024-11-12,163.822,164.329,163.247,164.135
2024-11-13,164.135,164.829,163.644,164.183
2024-11-14,164.181,164.983,163.822,164.599
2024-11-15,164.604,165.04,162.323,162.439
2024-11-18,162.803,164.015,162.268,163.909
2024-11-19,163.91,163.931,161.499,163.806
2024-11-20,163.803,164.761,163.171,163.784
2024-11-21,163.772,163.835,161.747,161.864
2024-11-22,161.862,162.48,159.902,161.259
2024-11-25,161.483,162.116,160.999,161.764
2024-11-26,161.765,162.008,160.304,160.542
2024-11-27,160.532,160.71,159.11,159.553
2024-11-28,159.548,160.337,159.515,159.921
2024-11-29,159.945,159.949,158.035,158.364
2024-12-02,158.049,158.645,156.391,156.979
2024-12-03,156.99,157.984,156.184,157.212
2024-12-04,157.209,158.658,156.99,158.229
2024-12-05,158.228,159.389,157.562,158.892
2024-12-06,158.904,159.724,158.096,158.413
2024-12-09,158.471,159.994,157.868,159.628
2024-12-10,159.616,160.063,159.375,159.979
2024-12-11,159.986,160.684,158.735,160.016
2024-12-12,160.007,160.542,159.114,159.775
2024-12-13,159.784,161.551,159.65,161.294
2024-12-16,161.325,162.206,161.172,162.003
2024-12-17,162.006,162.471,160.77,161.023
2024-12-18,161.028,161.556,159.811,160.192
2024-12-19,160.197,163.799,159.866,163.191
2024-12-20,163.205,163.659,162.351,163.056
2024-12-23,163.369,163.636,162.873,163.528
2024-12-24,163.537,163.707,163.106,163.531
2024-12-26,163.582,164.748,163.32,164.585
2024-12-27,164.575,164.761,163.972,164.639
2024-12-30,164.512,164.858,162.783,163.256
2024-12-31,163.248,163.412,162.433,162.767
2025-01-02,162.885,163.31,160.91,161.651
2025-01-03,161.636,162.165,161.399,162.159
2025-01-06,162.127,164.023,162.12,163.767
2025-01-07,163.769,164.552,163.214,163.455
2025-01-08,163.455,163.811,162.846,163.35
2025-01-09,163.35,163.423,162.376,162.916
2025-01-10,162.914,163.185,161.207,161.682
2025-01-13,161.598,161.783,160.042,161.418
2025-01-14,161.47,162.904,161.204,162.799
2025-01-15,162.784,162.897,160.786,160.974
2025-01-16,160.957,161.091,159.762,159.865
2025-01-17,159.861,161.002,159.732,160.456
2025-01-20,160.669,162.318,160.32,162.104
2025-01-21,162.058,162.238,160.96,162.137
2025-01-22,162.132,163.217,161.88,162.841
2025-01-23,162.824,163.13,162.213,162.545
2025-01-24,162.529,164.086,161.936,163.62
2025-01-27,163.356,163.458,161.553,162.103
2025-01-28,162.102,162.703,161.59,162.221
2025-01-29,162.227,162.492,161.309,161.741
2025-01-30,161.744,161.788,160.202,160.213
2025-01-31,160.223,161.503,159.934,160.904
2025-02-03,158.975,160.213,157.98,160.141
2025-02-04,160.139,160.706,159.213,160.225
2025-02-05,160.241,160.315,158.506,158.735
2025-02-06,158.731,158.865,157.054,157.269
2025-02-07,157.267,158.005,155.87,156.266
2025-02-10,156.056,157.417,156.02,156.54
2025-02-11,156.561,158.195,156.266,157.979
2025-02-12,157.967,160.969,157.967,160.311
2025-02-13,160.304,161.187,159.037,159.992
2025-02-14,159.977,160.262,159.436,159.826
2025-02-17,159.736,159.837,158.537,158.806
2025-02-18,158.771,159.202,158.371,158.939
2025-02-19,158.943,159.122,157.727,157.828
2025-02-20,157.831,157.834,156.316,157.002
2025-02-21,157.0,158.212,155.815,156.009
2025-02-24,156.308,157.259,156.094,156.758
2025-02-25,156.741,157.306,156.097,156.793
2025-02-26,156.809,157.13,156.038,156.251
2025-02-27,156.259,157.217,155.619,155.698
2025-02-28,155.654,157.158,154.808,156.135
2025-03-03,156.806,158.47,155.936,156.882
2025-03-04,156.882,159.215,155.605,159.043
2025-03-05,159.042,160.728,158.747,160.598
2025-03-06,160.602,161.282,159.125,159.678
2025-03-07,159.655,160.731,159.284,160.519
2025-03-10,160.016,160.374,158.937,159.279
2025-03-11,159.271,161.79,158.987,161.445
2025-03-12,161.444,162.693,161.212,161.411
2025-03-13,161.411,161.514,160.061,160.552
2025-03-14,160.547,162.331,160.46,161.691
2025-03-17,161.676,163.1,161.564,163.092
2025-03-18,163.106,164.179,162.988,163.466
2025-03-19,163.497,163.857,162.058,162.102
2025-03-20,162.107,162.221,160.75,161.475
2025-03-21,161.477,162.13,160.757,161.522
2025-03-24,161.841,162.833,161.775,162.826
2025-03-25,162.829,163.03,161.635,161.766
2025-03-26,161.787,162.604,161.392,161.396
2025-03-27,161.393,163.363,161.383,163.085
2025-03-28,163.082,163.175,162.08,162.2
2025-03-31,161.863,162.487,161.053,162.198
2025-04-01,162.206,162.386,160.779,161.533
2025-04-02,161.538,164.162,160.91,161.015
2025-04-03,161.021,163.011,160.123,161.296
2025-04-04,161.28,162.002,159.034,160.687
2025-04-07,158.925,162.333,158.445,161.219
2025-04-08,161.221,162.192,160.029,160.358
2025-04-09,160.377,162.204,159.488,161.415
2025-04-10,161.416,162.581,160.876,161.798
2025-04-11,161.809,163.144,161.322,162.861
2025-04-14,162.802,163.286,162.087,162.369
2025-04-15,162.339,162.808,161.298,161.567
2025-04-16,161.547,162.351,161.42,161.567
2025-04-17,161.571,162.652,161.304,161.969
2025-04-21,162.0,162.677,161.653,162.099
2025-04-22,162.103,162.316,160.988,162.009
2025-04-23,162.04,162.468,161.234,162.119
2025-04-24,162.12,162.567,161.85,162.521
2025-04-25,162.518,163.748,162.121,163.181
2025-04-28,163.182,163.365,162.189,162.262
2025-04-29,162.267,162.563,161.854,162.038
2025-04-30,162.055,162.727,161.787,161.965
2025-05-01,161.969,164.446,161.793,164.045
2025-05-02,164.078,164.614,163.439,163.903
2025-05-05,163.766,163.89,162.574,162.664
2025-05-06,162.646,162.955,161.596,161.986
2025-05-07,162.002,163.023,162.002,162.67
2025-05-08,162.65,163.91,162.537,163.858
2025-05-09,163.856,163.943,163.164,163.582
2025-05-12,163.942,164.924,163.678,164.568
2025-05-13,164.536,165.216,164.141,164.992
2025-05-14,164.999,165.166,163.738,163.9
2025-05-15,163.906,164.071,162.754,162.933
2025-05-16,162.95,163.106,162.468,162.742
2025-05-19,162.555,163.389,162.148,162.888
2025-05-20,162.876,163.29,162.431,163.027
2025-05-21,163.027,163.31,162.63,162.771
2025-05-22,162.776,163.4,161.802,162.528
2025-05-23,162.549,162.754,161.1,161.937
2025-05-26,162.004,162.982,161.994,162.536
2025-05-27,162.554,163.948,162.094,163.502
2025-05-28,163.504,163.915,163.082,163.572
2025-05-29,163.575,164.265,163.361,163.88
2025-05-30,163.89,163.89,162.814,163.403
2025-06-02,163.251,163.44,162.842,163.234
2025-06-03,163.215,163.876,162.802,163.797
2025-06-04,163.777,164.246,162.93,162.992
2025-06-05,163.009,164.669,162.9,164.282
2025-06-06,164.267,165.29,164.23,165.003
2025-06-09,164.973,165.214,164.558,165.118
2025-06-10,165.123,165.636,164.631,165.526
2025-06-11,165.541,166.423,165.391,166.05
2025-06-12,166.052,166.717,165.502,166.375
2025-06-13,166.34,166.598,164.939,166.259
2025-06-16,166.472,167.457,166.348,167.357
2025-06-17,167.357,167.609,166.709,166.764
2025-06-18,166.772,167.055,166.328,166.615
2025-06-19,166.603,167.317,166.046,167.229
2025-06-20,167.218,168.407,167.151,168.358
2025-06-23,168.12,169.714,168.018,169.214
2025-06-24,169.238,169.283,167.923,168.165
2025-06-25,168.147,169.392,168.147,169.275
2025-06-26,169.256,169.397,168.562,168.909
2025-06-27,168.908,169.801,168.634,169.459
2025-06-30,169.481,169.866,168.712,169.694
2025-07-01,169.718,169.73,168.466,169.268
2025-07-02,169.275,169.791,169.044,169.457
2025-07-03,169.44,170.615,169.319,170.415
2025-07-04,170.429,170.429,169.86,170.233
2025-07-07,170.196,171.319,169.895,170.973
2025-07-08,170.986,172.026,170.955,171.827
2025-07-09,171.855,172.275,171.276,171.485
2025-07-10,171.528,171.78,170.94,171.171
2025-07-11,171.154,172.392,170.819,172.263
2025-07-14,171.762,172.475,171.726,172.296
2025-07-15,172.295,173.085,172.26,172.682
2025-07-16,172.683,173.241,171.845,172.018
2025-07-17,172.014,172.666,171.942,172.302
2025-07-18,172.301,173.098,172.257,172.877
2025-07-21,172.493,172.847,171.928,172.266
2025-07-22,172.258,172.937,171.374,172.254
2025-07-23,172.29,172.74,171.38,172.403
2025-07-24,172.405,172.928,171.763,172.806
2025-07-25,172.813,173.613,172.514,173.362
2025-07-28,173.7,173.9,172.075,172.185
2025-07-29,172.181,172.322,171.062,171.457
2025-07-30,171.438,171.555,170.446,170.513
2025-07-31,170.512,172.341,169.73,172.062
2025-08-01,172.097,172.388,170.293,170.574
2025-08-04,170.65,171.174,169.924,170.203
2025-08-05,170.211,170.949,169.824,170.816
2025-08-06,170.816,171.976,170.625,171.784
2025-08-07,171.786,172.147,171.271,171.551
2025-08-08,171.561,172.333,171.36,172.027
2025-08-11,171.961,172.199,171.561,172.041
2025-08-12,172.061,172.859,172.055,172.601
2025-08-13,172.603,173.024,172.244,172.412
2025-08-14,172.423,172.491,170.976,172.174
2025-08-15,172.172,172.38,171.51,172.288
2025-08-18,172.426,172.68,172.059,172.395
2025-08-19,172.388,172.705,171.701,171.921
2025-08-20,171.914,172.018,171.125,171.664
2025-08-21,171.676,172.368,171.529,172.226
2025-08-22,172.192,172.675,171.83,172.241
2025-08-25,172.22,172.655,171.58,171.652
2025-08-26,171.621,172.123,171.332,171.64
2025-08-27,171.637,171.91,171.258,171.535
2025-08-28,171.551,171.793,171.127,171.633
2025-08-29,171.644,172.014,171.244,171.927
2025-09-01,171.861,172.542,171.859,172.344
2025-09-02,172.344,173.419,172.277,172.71
2025-09-03,172.688,173.304,172.546,172.659
2025-09-04,172.686,173.218,172.462,172.9
2025-09-05,172.909,173.271,172.497,172.799
2025-09-08,173.399,173.913,173.075,173.506
2025-09-09,173.507,173.532,172.137,172.609
2025-09-10,172.609,172.91,172.37,172.458
2025-09-11,172.473,173.045,172.356,172.732
2025-09-12,172.744,173.432,172.624,173.203
2025-09-15,173.179,173.456,172.901,173.378
2025-09-16,173.36,173.881,173.03,173.792
2025-09-17,173.793,173.855,173.093,173.597
2025-09-18,173.657,174.481,173.519,174.408
2025-09-19,174.407,174.496,173.479,173.801
2025-09-22,173.755,174.447,173.697,174.333
2025-09-23,174.365,174.499,174.059,174.378
2025-09-24,174.421,174.817,174.226,174.68
2025-09-25,174.68,174.945,174.503,174.671
2025-09-26,174.687,175.053,174.641,175.014
2025-09-29,174.975,175.017,173.996,174.265
2025-09-30,174.255,174.423,173.397,173.552
2025-10-01,173.543,173.921,172.33,172.53
2025-10-02,172.533,172.98,172.272,172.524
2025-10-03,172.525,173.246,172.441,173.136
2025-10-06,174.894,176.259,174.735,175.967
2025-10-07,176.026,177.154,175.791,177.058
2025-10-08,177.077,177.861,176.907,177.534
2025-10-09,177.55,177.941,176.783,177.03
2025-10-10,177.013,177.149,175.999,176.051
2025-10-13,176.316,176.914,175.91,176.179
2025-10-14,176.151,176.458,175.364,176.146
2025-10-15,176.129,176.31,175.452,175.929
2025-10-16,175.967,176.462,175.46,175.809
2025-10-17,175.807,175.973,174.827,175.625
2025-10-20,175.555,176.373,175.248,175.479
2025-10-21,175.457,176.62,175.359,176.271
2025-10-22,176.269,176.481,175.776,176.408
2025-10-23,176.411,177.453,176.313,177.243
2025-10-24,177.261,177.827,177.208,177.769
2025-10-27,177.995,178.235,177.635,177.95
2025-10-28,177.957,178.012,177.0,177.289
2025-10-29,177.292,177.579,176.649,177.189
2025-10-30,177.19,178.817,176.819,178.277
2025-10-31,178.279,178.556,177.448,177.677
2025-11-03,177.695,177.983,177.24,177.672
2025-11-04,177.679,177.679,176.099,176.473
2025-11-05,176.47,177.143,175.715,177.074
2025-11-06,177.077,177.221,176.287,176.718
2025-11-07,176.75,177.61,176.515,177.436
2025-11-10,177.671,178.454,177.373,178.061
2025-11-11,178.07,178.734,178.07,178.496
2025-11-12,178.492,179.484,178.483,179.327
2025-11-13,179.339,179.981,179.228,179.819
2025-11-14,179.821,179.973,178.989,179.579
2025-11-17,179.614,180.023,179.268,179.876
2025-11-18,179.908,180.298,179.612,180.066
2025-11-19,180.08,181.36,179.783,181.25
2025-11-20,181.256,181.997,180.966,181.541
2025-11-21,181.525,181.648,179.77,180.129
2025-11-24,180.179,181.271,180.179,180.787
2025-11-25,180.787,180.863,180.103,180.546
2025-11-26,180.549,181.464,180.358,181.375
2025-11-27,181.375,181.405,180.769,181.229
2025-11-28,181.231,181.52,180.533,181.143
2025-12-01,181.078,181.165,180.142,180.447
2025-12-02,180.456,181.362,180.454,181.206
2025-12-03,181.209,181.462,180.807,181.139
2025-12-04,181.142,181.295,180.409,180.555
2025-12-05,180.573,180.928,180.102,180.845
2025-12-08,180.79,181.516,180.5,181.415
2025-12-09,181.427,182.644,181.36,182.359
2025-12-10,182.353,182.62,182.011,182.48
2025-12-11,182.484,182.751,181.893,182.586
2025-12-12,182.577,183.158,182.538,182.995
2025-12-15,182.905,183.012,181.842,182.421
2025-12-16,182.419,182.478,181.721,181.788
2025-12-17,181.797,182.881,181.575,182.695
2025-12-18,182.703,183.173,182.263,182.384
2025-12-19,182.405,184.709,182.358,184.658
2025-12-22,184.484,184.924,184.249,184.651
2025-12-23,184.65,184.695,183.631,184.229
2025-12-24,184.228,184.34,183.368,183.681
2025-12-25,183.666,183.819,183.642,183.689
2025-12-26,183.69,184.432,183.507,184.269
2025-12-29,184.228,184.367,183.421,183.629
2025-12-30,183.675,184.058,183.385,183.69
2025-12-31,183.665,184.239,183.533,184.024
2026-01-02,184.191,184.433,183.72,183.818
2026-01-05,183.642,184.065,182.819,183.44
2026-01-06,183.464,183.652,183.019,183.081
2026-01-07,183.075,183.377,182.717,182.986
2026-01-08,182.983,183.244,182.632,182.869
2026-01-09,182.87,183.95,182.87,183.698
2026-01-12,183.833,184.669,183.758,184.481
2026-01-13,184.472,185.543,184.271,185.323
2026-01-14,185.322,185.576,184.269,184.318
2026-01-15,184.325,184.637,183.873,184.129
2026-01-16,184.089,184.191,183.214,183.365
2026-01-19,182.797,184.188,182.768,184.139
2026-01-20,184.141,185.469,183.773,185.396
2026-01-21,185.409,185.533,184.826,184.986
2026-01-22,185.002,186.247,184.808,186.224
2026-01-23,186.224,186.872,183.801,184.196
2026-01-26,183.743,184.088,181.807,183.1
2026-01-27,183.145,183.735,182.11,183.411
2026-01-28,183.44,183.576,182.581,183.436
2026-01-29,183.437,183.745,182.104,183.139
2026-01-30,183.135,184.072,183.043,183.465
2026-02-02,184.026,184.281,183.197,183.406
2026-02-03,183.419,184.2,183.37,184.083
2026-02-04,184.086,185.283,184.018,185.168
2026-02-05,185.154,185.501,184.561,185.019
2026-02-06,185.02,185.763,184.369,185.73
2026-02-09,186.072,186.235,184.864,185.672
2026-02-10,185.676,185.99,183.443,183.61
2026-02-11,183.611,183.702,181.347,181.843
2026-02-12,181.839,182.534,180.812,181.321
2026-02-13,181.312,182.282,181.218,181.392
2026-02-16,181.226,182.299,181.182,181.936
2026-02-17,181.936,182.178,180.825,181.673
2026-02-18,181.671,182.544,181.419,182.404
2026-02-19,182.404,183.149,182.011,182.441
2026-02-20,182.438,183.044,182.222,182.761
2026-02-23,182.73,182.81,181.994,182.264
2026-02-24,182.259,184.183,182.21,183.486
2026-02-25,183.462,184.775,183.225,184.636
2026-02-26,184.638,184.661,183.828,184.175
2026-02-27,184.173,184.555,183.705,184.539
2026-03-02,183.835,184.689,183.75,183.951
2026-03-03,183.953,184.331,182.034,182.989
2026-03-04,182.994,183.23,182.385,182.688
2026-03-05,182.69,183.092,182.136,182.859
2026-03-06,182.851,183.301,182.379,183.272
2026-03-09,182.636,183.635,182.408,183.531
2026-03-10,183.536,183.768,183.06,183.558
2026-03-11,183.553,184.081,183.534,183.638
2026-03-12,183.638,183.743,183.225,183.469
2026-03-13,183.469,183.635,182.26,182.363
2026-03-16,182.344,183.18,181.877,182.975
2026-03-17,182.973,183.548,182.829,183.453
2026-03-18,183.45,183.8,182.964,183.052
2026-03-19,183.059,183.418,182.048,182.8
2026-03-20,182.8,184.257,182.601,184.25
2026-03-23,184.118,184.339,183.197,183.9
2026-03-24,183.902,184.337,183.631,184.318
2026-03-25,184.298,184.604,184.039,184.29
2026-03-26,184.284,184.479,183.974,184.223
2026-03-27,184.222,184.648,183.87,184.496
2026-03-30,184.254,184.506,182.598,183.131
2026-03-31,183.129,183.653,182.845,183.426
2026-04-01,183.435,184.306,183.414,183.952
2026-04-02,183.948,184.236,183.527,184.194
2026-04-03,184.191,184.385,183.813,183.815
2026-04-06,183.922,184.46,183.707,184.347
2026-04-07,184.317,185.215,184.262,185.068
2026-04-08,185.148,185.55,184.816,184.978
2026-04-09,184.988,186.232,184.896,186.062
2026-04-10,186.056,186.883,185.944,186.827
2026-04-13,186.285,187.514,186.285,187.39
2026-04-14,187.391,187.53,187.087,187.29
2026-04-15,187.313,187.7,187.107,187.559
2026-04-16,187.515,187.609,187.115,187.492
2026-04-17,187.505,187.945,186.322,186.615
2026-04-20,186.432,187.294,186.432,187.131
2026-04-21,187.12,187.365,186.997,187.155
2026-04-22,187.172,187.324,186.597,186.703
2026-04-23,186.684,186.968,186.436,186.578
2026-04-24,186.571,186.879,186.444,186.825
2026-04-27,186.828,187.092,186.69,186.873
2026-04-28,186.877,187.017,186.107,186.93
2026-04-29,186.93,187.493,186.75,187.241
2026-04-30,187.259,187.539,182.3,183.72
2026-05-01,183.72,184.561,182.622,184.078
2026-05-04,184.025,184.387,182.826,183.725
2026-05-05,183.723,184.751,183.662,184.637
2026-05-06,184.636,185.041,182.059,183.601
2026-05-07,183.601,184.234,183.51,183.934
2026-05-08,183.9,184.678,183.888,184.634
2026-05-11,184.39,185.277,184.39,185.194
2026-05-12,185.209,185.461,184.557,184.98
2026-05-13,184.98,185.155,184.633,184.91
2026-05-14,184.905,185.051,184.084,184.801
2026-05-15,184.792,184.852,184.177,184.513
2026-05-18,184.442,185.217,184.435,185.121
2026-05-19,185.12,185.213,184.23,184.649
2026-05-20,184.641,184.786,184.274,184.686
2026-05-21,184.688,184.941,184.396,184.709
2026-05-22,184.706,184.862,184.454,184.729
2026-05-25,184.834,185.143,184.803,184.938
2026-05-26,184.938,185.362,184.884,185.237
2026-05-27,185.251,185.779,185.251,185.402
2026-05-28,185.455,185.657,184.896,185.551
2026-05-29,185.55,185.982,185.188,185.774
2026-06-01,185.819,185.979,185.393,185.739
