Date,Open,High,Low,Close,Volume
2025-06-06,164.267,165.29,164.23,165.003,0.0
2025-06-09,164.973,165.214,164.558,165.118,0.0
2025-06-10,165.123,165.636,164.631,165.526,0.0
2025-06-11,165.541,166.423,165.391,166.05,0.0
2025-06-12,166.052,166.717,165.502,166.375,0.0
2025-06-13,166.34,166.598,164.939,166.259,0.0
2025-06-16,166.472,167.457,166.348,167.357,0.0
2025-06-17,167.357,167.609,166.709,166.764,0.0
2025-06-18,166.772,167.055,166.328,166.615,0.0
2025-06-19,166.603,167.317,166.046,167.229,0.0
2025-06-20,167.218,168.407,167.151,168.358,0.0
2025-06-23,168.12,169.714,168.018,169.214,0.0
2025-06-24,169.238,169.283,167.923,168.165,0.0
2025-06-25,168.147,169.392,168.147,169.275,0.0
2025-06-26,169.256,169.397,168.562,168.909,0.0
2025-06-27,168.908,169.801,168.634,169.459,0.0
2025-06-30,169.481,169.866,168.712,169.694,0.0
2025-07-01,169.718,169.73,168.466,169.268,0.0
2025-07-02,169.275,169.791,169.044,169.457,0.0
2025-07-03,169.44,170.615,169.319,170.415,0.0
2025-07-04,170.429,170.429,169.86,170.233,0.0
2025-07-07,170.196,171.319,169.895,170.973,0.0
2025-07-08,170.986,172.026,170.955,171.827,0.0
2025-07-09,171.855,172.275,171.276,171.485,0.0
2025-07-10,171.528,171.78,170.94,171.171,0.0
2025-07-11,171.154,172.392,170.819,172.263,0.0
2025-07-14,171.762,172.475,171.726,172.296,0.0
2025-07-15,172.295,173.085,172.26,172.682,0.0
2025-07-16,172.683,173.241,171.845,172.018,0.0
2025-07-17,172.014,172.666,171.942,172.302,0.0
2025-07-18,172.301,173.098,172.257,172.877,0.0
2025-07-21,172.493,172.847,171.928,172.266,0.0
2025-07-22,172.258,172.937,171.374,172.254,0.0
2025-07-23,172.29,172.74,171.38,172.403,0.0
2025-07-24,172.405,172.928,171.763,172.806,0.0
2025-07-25,172.813,173.613,172.514,173.362,0.0
2025-07-28,173.7,173.9,172.075,172.185,0.0
2025-07-29,172.181,172.322,171.062,171.457,0.0
2025-07-30,171.438,171.555,170.446,170.513,0.0
2025-07-31,170.512,172.341,169.73,172.062,0.0
2025-08-01,172.097,172.388,170.293,170.574,0.0
2025-08-04,170.65,171.174,169.924,170.203,0.0
2025-08-05,170.211,170.949,169.824,170.816,0.0
2025-08-06,170.816,171.976,170.625,171.784,0.0
2025-08-07,171.786,172.147,171.271,171.551,0.0
2025-08-08,171.561,172.333,171.36,172.027,0.0
2025-08-11,171.961,172.199,171.561,172.041,0.0
2025-08-12,172.061,172.859,172.055,172.601,0.0
2025-08-13,172.603,173.024,172.244,172.412,0.0
2025-08-14,172.423,172.491,170.976,172.174,0.0
2025-08-15,172.172,172.38,171.51,172.288,0.0
2025-08-18,172.426,172.68,172.059,172.395,0.0
2025-08-19,172.388,172.705,171.701,171.921,0.0
2025-08-20,171.914,172.018,171.125,171.664,0.0
2025-08-21,171.676,172.368,171.529,172.226,0.0
2025-08-22,172.192,172.675,171.83,172.241,0.0
2025-08-25,172.22,172.655,171.58,171.652,0.0
2025-08-26,171.621,172.123,171.332,171.64,0.0
2025-08-27,171.637,171.91,171.258,171.535,0.0
2025-08-28,171.551,171.793,171.127,171.633,0.0
2025-08-29,171.644,172.014,171.244,171.927,0.0
2025-09-01,171.861,172.542,171.859,172.344,0.0
2025-09-02,172.344,173.419,172.277,172.71,0.0
2025-09-03,172.688,173.304,172.546,172.659,0.0
2025-09-04,172.686,173.218,172.462,172.9,0.0
2025-09-05,172.909,173.271,172.497,172.799,0.0
2025-09-08,173.399,173.913,173.075,173.506,0.0
2025-09-09,173.507,173.532,172.137,172.609,0.0
2025-09-10,172.609,172.91,172.37,172.458,0.0
2025-09-11,172.473,173.045,172.356,172.732,0.0
2025-09-12,172.744,173.432,172.624,173.203,0.0
2025-09-15,173.179,173.456,172.901,173.378,0.0
2025-09-16,173.36,173.881,173.03,173.792,0.0
2025-09-17,173.793,173.855,173.093,173.597,0.0
2025-09-18,173.657,174.481,173.519,174.408,0.0
2025-09-19,174.407,174.496,173.479,173.801,0.0
2025-09-22,173.755,174.447,173.697,174.333,0.0
2025-09-23,174.365,174.499,174.059,174.378,0.0
2025-09-24,174.421,174.817,174.226,174.68,0.0
2025-09-25,174.68,174.945,174.503,174.671,0.0
2025-09-26,174.687,175.053,174.641,175.014,0.0
2025-09-29,174.975,175.017,173.996,174.265,0.0
2025-09-30,174.255,174.423,173.397,173.552,0.0
2025-10-01,173.543,173.921,172.33,172.53,0.0
2025-10-02,172.533,172.98,172.272,172.524,0.0
2025-10-03,172.525,173.246,172.441,173.136,0.0
2025-10-06,174.894,176.259,174.735,175.967,0.0
2025-10-07,176.026,177.154,175.791,177.058,0.0
2025-10-08,177.077,177.861,176.907,177.534,0.0
2025-10-09,177.55,177.941,176.783,177.03,0.0
2025-10-10,177.013,177.149,175.999,176.051,0.0
2025-10-13,176.316,176.914,175.91,176.179,0.0
2025-10-14,176.151,176.458,175.364,176.146,0.0
2025-10-15,176.129,176.31,175.452,175.929,0.0
2025-10-16,175.967,176.462,175.46,175.809,0.0
2025-10-17,175.807,175.973,174.827,175.625,0.0
2025-10-20,175.555,176.373,175.248,175.479,0.0
2025-10-21,175.457,176.62,175.359,176.271,0.0
2025-10-22,176.269,176.481,175.776,176.408,0.0
2025-10-23,176.411,177.453,176.313,177.243,0.0
2025-10-24,177.261,177.827,177.208,177.769,0.0
2025-10-27,177.995,178.235,177.635,177.95,0.0
2025-10-28,177.957,178.012,177.0,177.289,0.0
2025-10-29,177.292,177.579,176.649,177.189,0.0
2025-10-30,177.19,178.817,176.819,178.277,0.0
2025-10-31,178.279,178.556,177.448,177.677,0.0
2025-11-03,177.695,177.983,177.24,177.672,0.0
2025-11-04,177.679,177.679,176.099,176.473,0.0
2025-11-05,176.47,177.143,175.715,177.074,0.0
2025-11-06,177.077,177.221,176.287,176.718,0.0
2025-11-07,176.75,177.61,176.515,177.436,0.0
2025-11-10,177.671,178.454,177.373,178.061,0.0
2025-11-11,178.07,178.734,178.07,178.496,0.0
2025-11-12,178.492,179.484,178.483,179.327,0.0
2025-11-13,179.339,179.981,179.228,179.819,0.0
2025-11-14,179.821,179.973,178.989,179.579,0.0
2025-11-17,179.614,180.023,179.268,179.876,0.0
2025-11-18,179.908,180.298,179.612,180.066,0.0
2025-11-19,180.08,181.36,179.783,181.25,0.0
2025-11-20,181.256,181.997,180.966,181.541,0.0
2025-11-21,181.525,181.648,179.77,180.129,0.0
2025-11-24,180.179,181.271,180.179,180.787,0.0
2025-11-25,180.787,180.863,180.103,180.546,0.0
2025-11-26,180.549,181.464,180.358,181.375,0.0
2025-11-27,181.375,181.405,180.769,181.229,0.0
2025-11-28,181.231,181.52,180.533,181.143,0.0
2025-12-01,181.078,181.165,180.142,180.447,0.0
2025-12-02,180.456,181.362,180.454,181.206,0.0
2025-12-03,181.209,181.462,180.807,181.139,0.0
2025-12-04,181.142,181.295,180.409,180.555,0.0
2025-12-05,180.573,180.928,180.102,180.845,0.0
2025-12-08,180.79,181.516,180.5,181.415,0.0
2025-12-09,181.427,182.644,181.36,182.359,0.0
2025-12-10,182.353,182.62,182.011,182.48,0.0
2025-12-11,182.484,182.751,181.893,182.586,0.0
2025-12-12,182.577,183.158,182.538,182.995,0.0
2025-12-15,182.905,183.012,181.842,182.421,0.0
2025-12-16,182.419,182.478,181.721,181.788,0.0
2025-12-17,181.797,182.881,181.575,182.695,0.0
2025-12-18,182.703,183.173,182.263,182.384,0.0
2025-12-19,182.405,184.709,182.358,184.658,0.0
2025-12-22,184.484,184.924,184.249,184.651,0.0
2025-12-23,184.65,184.695,183.631,184.229,0.0
2025-12-24,184.228,184.34,183.368,183.681,0.0
2025-12-26,183.69,184.432,183.507,184.269,0.0
2025-12-29,184.228,184.367,183.421,183.629,0.0
2025-12-30,183.675,184.058,183.385,183.69,0.0
2025-12-31,183.665,184.239,183.533,184.024,0.0
2026-01-02,184.191,184.433,183.72,183.818,0.0
2026-01-05,183.642,184.065,182.819,183.44,0.0
2026-01-06,183.464,183.652,183.019,183.081,0.0
2026-01-07,183.075,183.377,182.717,182.986,0.0
2026-01-08,182.983,183.244,182.632,182.869,0.0
2026-01-09,182.87,183.95,182.87,183.698,0.0
2026-01-12,183.833,184.669,183.758,184.481,0.0
2026-01-13,184.472,185.543,184.271,185.323,0.0
2026-01-14,185.322,185.576,184.269,184.318,0.0
2026-01-15,184.325,184.637,183.873,184.129,0.0
2026-01-16,184.089,184.191,183.214,183.365,0.0
2026-01-19,182.797,184.188,182.768,184.139,0.0
2026-01-20,184.141,185.469,183.773,185.396,0.0
2026-01-21,185.409,185.533,184.826,184.986,0.0
2026-01-22,185.002,186.247,184.808,186.224,0.0
2026-01-23,186.224,186.872,183.801,184.196,0.0
2026-01-26,183.743,184.088,181.807,183.1,0.0
2026-01-27,183.145,183.735,182.11,183.411,0.0
2026-01-28,183.44,183.576,182.581,183.436,0.0
2026-01-29,183.437,183.745,182.104,183.139,0.0
2026-01-30,183.135,184.072,183.043,183.465,0.0
2026-02-02,184.026,184.281,183.197,183.406,0.0
2026-02-03,183.419,184.2,183.37,184.083,0.0
2026-02-04,184.086,185.283,184.018,185.168,0.0
2026-02-05,185.154,185.501,184.561,185.019,0.0
2026-02-06,185.02,185.763,184.369,185.73,0.0
2026-02-09,186.072,186.235,184.864,185.672,0.0
2026-02-10,185.676,185.99,183.443,183.61,0.0
2026-02-11,183.611,183.702,181.347,181.843,0.0
2026-02-12,181.839,182.534,180.812,181.321,0.0
2026-02-13,181.312,182.282,181.218,181.392,0.0
2026-02-16,181.226,182.299,181.182,181.936,0.0
2026-02-17,181.936,182.178,180.825,181.673,0.0
2026-02-18,181.671,182.544,181.419,182.404,0.0
2026-02-19,182.404,183.149,182.011,182.441,0.0
2026-02-20,182.438,183.044,182.222,182.761,0.0
2026-02-23,182.73,182.81,181.994,182.264,0.0
2026-02-24,182.259,184.183,182.21,183.486,0.0
2026-02-25,183.462,184.775,183.225,184.636,0.0
2026-02-26,184.638,184.661,183.828,184.175,0.0
2026-02-27,184.173,184.555,183.705,184.539,0.0
2026-03-02,183.835,184.689,183.75,183.951,0.0
2026-03-03,183.953,184.331,182.034,182.989,0.0
2026-03-04,182.994,183.23,182.385,182.688,0.0
2026-03-05,182.69,183.092,182.136,182.859,0.0
2026-03-06,182.851,183.301,182.379,183.272,0.0
2026-03-09,182.636,183.635,182.408,183.531,0.0
2026-03-10,183.536,183.768,183.06,183.558,0.0
2026-03-11,183.553,184.081,183.534,183.638,0.0
2026-03-12,183.638,183.743,183.225,183.469,0.0
2026-03-13,183.469,183.635,182.26,182.363,0.0
2026-03-16,182.344,183.18,181.877,182.975,0.0
2026-03-17,182.973,183.548,182.829,183.453,0.0
2026-03-18,183.45,183.8,182.964,183.052,0.0
2026-03-19,183.059,183.418,182.048,182.8,0.0
2026-03-20,182.8,184.257,182.601,184.25,0.0
2026-03-23,184.118,184.339,183.197,183.9,0.0
2026-03-24,183.902,184.337,183.631,184.318,0.0
2026-03-25,184.298,184.604,184.039,184.29,0.0
2026-03-26,184.284,184.479,183.974,184.223,0.0
2026-03-27,184.222,184.648,183.87,184.496,0.0
2026-03-30,184.254,184.506,182.598,183.131,0.0
2026-03-31,183.129,183.653,182.845,183.426,0.0
2026-04-01,183.435,184.306,183.414,183.952,0.0
2026-04-02,183.948,184.236,183.527,184.194,0.0
2026-04-03,184.191,184.385,183.813,183.815,0.0
2026-04-06,183.922,184.46,183.707,184.347,0.0
2026-04-07,184.317,185.215,184.262,185.068,0.0
2026-04-08,185.148,185.55,184.816,184.978,0.0
2026-04-09,184.988,186.232,184.896,186.062,0.0
2026-04-10,186.056,186.883,185.944,186.827,0.0
2026-04-13,186.285,187.514,186.285,187.39,0.0
2026-04-14,187.391,187.53,187.087,187.29,0.0
2026-04-15,187.313,187.7,187.107,187.559,0.0
2026-04-16,187.515,187.609,187.115,187.492,0.0
2026-04-17,187.505,187.945,186.322,186.615,0.0
2026-04-20,186.432,187.294,186.432,187.131,0.0
2026-04-21,187.12,187.365,186.997,187.155,0.0
2026-04-22,187.172,187.324,186.597,186.703,0.0
2026-04-23,186.684,186.968,186.436,186.578,0.0
2026-04-24,186.571,186.879,186.444,186.825,0.0
2026-04-27,186.828,187.092,186.69,186.873,0.0
2026-04-28,186.877,187.017,186.107,186.93,0.0
2026-04-29,186.93,187.493,186.75,187.241,0.0
2026-04-30,187.259,187.539,182.3,183.72,0.0
2026-05-01,183.72,184.561,182.622,184.078,0.0
2026-05-04,184.025,184.387,182.826,183.725,0.0
2026-05-05,183.723,184.751,183.662,184.637,0.0
2026-05-06,184.636,185.041,182.059,183.601,0.0
2026-05-07,183.601,184.234,183.51,183.934,0.0
2026-05-08,183.9,184.678,183.888,184.634,0.0
2026-05-11,184.39,185.277,184.39,185.194,0.0
2026-05-12,185.209,185.461,184.557,184.98,0.0
2026-05-13,184.98,185.155,184.633,184.91,0.0
2026-05-14,184.905,185.051,184.084,184.801,0.0
2026-05-15,184.792,184.852,184.177,184.513,0.0
2026-05-18,184.442,185.217,184.435,185.121,0.0
2026-05-19,185.12,185.213,184.23,184.649,0.0
2026-05-20,184.641,184.786,184.274,184.686,0.0
2026-05-21,184.688,184.941,184.396,184.709,0.0
2026-05-22,184.706,184.862,184.454,184.729,0.0
2026-05-25,184.834,185.143,184.803,184.938,0.0
2026-05-26,184.938,185.362,184.884,185.237,0.0
2026-05-27,185.251,185.779,185.251,185.455,0.0
2026-05-28,185.455,185.657,184.896,185.551,0.0
2026-05-29,185.55,185.982,185.188,185.774,0.0
2026-06-01,185.819,185.979,185.393,185.739,0.0
2026-06-02,185.746,186.205,185.698,185.987,0.0
2026-06-03,185.962,186.01,185.184,185.606,0.0
2026-06-04,185.608,186.106,185.416,185.817,0.0
2026-06-05,185.775,186.204,184.499,184.647,0.0
2026-06-08,184.9,184.998,184.033,184.75,0.0
2026-06-09,184.752,185.466,184.607,185.028,0.0
2026-06-10,185.034,185.574,184.958,185.175,0.0
2026-06-11,185.177,185.472,184.657,185.186,0.0
2026-06-12,185.18,185.554,185.167,185.38,0.0
2026-06-15,185.488,186.056,185.439,185.845,0.0
2026-06-16,185.855,186.318,185.455,186.228,0.0
2026-06-17,186.247,186.318,184.545,184.779,0.0
2026-06-18,184.779,185.368,184.327,184.942,0.0
2026-06-19,184.942,185.137,184.301,185.096,0.0
2026-06-22,184.935,185.393,184.389,184.635,0.0
2026-06-23,184.627,184.843,183.782,183.883,0.0
2026-06-24,183.884,183.929,183.172,183.762,0.0
2026-06-25,183.778,184.098,183.466,184.006,0.0
2026-06-26,184.01,184.83,183.717,184.202,0.0
2026-06-29,184.259,185.1,184.126,185.005,0.0
2026-06-30,185.0,185.864,184.65,185.701,0.0
2026-07-01,185.701,185.753,184.855,184.966,0.0
2026-07-02,184.968,185.089,183.792,184.206,0.0
2026-07-03,184.209,184.605,183.99,184.548,0.0
2026-07-06,184.53,185.531,184.495,185.517,0.0
2026-07-07,185.502,185.53,184.818,184.989,0.0
2026-07-08,184.985,185.72,184.911,185.614,0.0
2026-07-09,185.612,185.82,185.528,185.614,0.0
2026-07-10,185.603,185.681,184.48,184.628,0.0
2026-07-13,184.486,185.47,184.456,184.931,0.0
2026-07-14,184.937,185.492,184.696,185.261,0.0
2026-07-15,185.261,186.007,185.213,185.88,0.0
2026-07-16,185.869,186.028,185.709,185.807,0.0
2026-07-17,185.808,185.955,185.481,185.785,0.0
2026-07-20,185.66799926757807,185.8699951171875,185.5019989013672,185.5760040283203,0.0
